event_id,timestamp,db_user,session_id,sql_statement,tables_involved,status,rows_affected,graph_frame,sim_date,is_after_hours,session_start_time,session_ip,session_event_index,scenario_type
577adf39-6ff2-4470-b212-a809b32e4add,2026-01-14 05:01:31,junior_dba_074,sess_junior_dba_074_2026-01-14_G5_2a2deb,"SELECT schemaname, relname, n_live_tup, n_dead_tup FROM pg_stat_user_tables ORDER BY n_live_tup DESC LIMIT 50",system_catalog,SUCCESS,16,G5,2026-01-14,t,2026-01-14 04:56:58,10.194.168.78,0,normal
577d10b6-71ab-4ba7-8bca-36ca1a62065f,2026-01-14 05:03:30,junior_dba_074,sess_junior_dba_074_2026-01-14_G5_2a2deb,"SELECT schemaname, tablename, pg_size_pretty(pg_total_relation_size(format('%I.%I', schemaname, tablename)::regclass)) AS size FROM pg_tables WHERE schemaname IN ('public', 'hr', 'sys') ORDER BY pg_total_relation_size(format('%I.%I', schemaname, tablename)::regclass) DESC LIMIT 25",system_catalog,SUCCESS,16,G5,2026-01-14,t,2026-01-14 04:56:58,10.194.168.78,1,normal
65c50c16-8ac5-42f0-af5e-7724382f73e2,2026-01-14 05:07:02,junior_dba_074,sess_junior_dba_074_2026-01-14_G5_2a2deb,SELECT COUNT(*) FROM lineitem,lineitem,SUCCESS,1,G5,2026-01-14,t,2026-01-14 04:56:58,10.194.168.78,2,normal
c639e5dd-4614-48a7-9f61-92d827860506,2026-01-14 05:09:07,junior_dba_074,sess_junior_dba_074_2026-01-14_G5_2a2deb,SELECT COUNT(*) FROM part,part,SUCCESS,1,G5,2026-01-14,t,2026-01-14 04:56:58,10.194.168.78,3,normal
87711a42-8b33-45ec-8745-ff75e5b77add,2026-01-14 05:10:26,junior_dba_074,sess_junior_dba_074_2026-01-14_G5_2a2deb,"SELECT db_user, account_status, last_login FROM sys.db_account LIMIT 10",sys.db_account,SUCCESS,10,G5,2026-01-14,t,2026-01-14 04:56:58,10.194.168.78,4,normal
51fd1c19-deb2-4855-8ccd-d87dd6a94669,2026-01-14 05:14:29,junior_dba_074,sess_junior_dba_074_2026-01-14_G5_2a2deb,"SELECT schemaname, relname, n_live_tup, n_dead_tup FROM pg_stat_user_tables ORDER BY n_live_tup DESC LIMIT 50",system_catalog,SUCCESS,16,G5,2026-01-14,t,2026-01-14 04:56:58,10.194.168.78,5,normal
abab8c81-1ee0-4090-917a-61655c514dfa,2026-01-14 06:26:29,senior_analyst_059,sess_senior_analyst_059_2026-01-14_G1_1f4fce,"EXPLAIN SELECT c.c_name, o.o_totalprice FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey WHERE o.o_orderdate >= '1996-03-03'","customer,orders",SUCCESS,6,G1,2026-01-14,f,2026-01-14 06:24:15,10.203.66.223,0,normal
7747be8b-28b4-4d0a-b3f6-474ca80dc31c,2026-01-14 06:29:15,senior_analyst_059,sess_senior_analyst_059_2026-01-14_G1_1f4fce,"SELECT c.c_name, o.o_totalprice, l.l_quantity, p.p_name FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey JOIN lineitem l ON o.o_orderkey = l.l_orderkey JOIN part p ON l.l_partkey = p.p_partkey LIMIT 10","customer,orders,lineitem,part",SUCCESS,10,G1,2026-01-14,f,2026-01-14 06:24:15,10.203.66.223,1,normal
fb80bcf0-1ac7-41c7-a520-f134a94ed0fb,2026-01-14 06:31:07,senior_analyst_059,sess_senior_analyst_059_2026-01-14_G1_1f4fce,"SELECT e.job_role, SUM(p.net_salary) AS payroll_total FROM hr.employee e JOIN hr.payroll p ON e.employee_id = p.employee_id WHERE p.payroll_month = '2026-01-01' GROUP BY e.job_role","hr.employee,hr.payroll",SUCCESS,0,G1,2026-01-14,f,2026-01-14 06:24:15,10.203.66.223,2,normal
558d0b3f-12fa-4296-b79e-838f20fe38d3,2026-01-14 06:33:21,senior_analyst_059,sess_senior_analyst_059_2026-01-14_G1_1f4fce,"SELECT r.r_name, n.n_name, COUNT(s.s_suppkey) FROM region r JOIN nation n ON r.r_regionkey = n.n_regionkey JOIN supplier s ON n.n_nationkey = s.s_nationkey GROUP BY r.r_name, n.n_name","region,nation,supplier",SUCCESS,25,G1,2026-01-14,f,2026-01-14 06:24:15,10.203.66.223,3,normal
20f2dfb4-6027-43a8-86da-b313d7a9824e,2026-01-14 06:39:03,senior_analyst_059,sess_senior_analyst_059_2026-01-14_G1_1f4fce,"SELECT r.r_name, n.n_name, COUNT(s.s_suppkey) FROM region r JOIN nation n ON r.r_regionkey = n.n_regionkey JOIN supplier s ON n.n_nationkey = s.s_nationkey GROUP BY r.r_name, n.n_name","region,nation,supplier",SUCCESS,25,G1,2026-01-14,f,2026-01-14 06:24:15,10.203.66.223,4,normal
1340b657-c472-48c6-9891-1433626aa581,2026-01-14 06:44:07,senior_analyst_059,sess_senior_analyst_059_2026-01-14_G1_1f4fce,"SELECT c.c_name, o.o_totalprice, l.l_quantity, p.p_name FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey JOIN lineitem l ON o.o_orderkey = l.l_orderkey JOIN part p ON l.l_partkey = p.p_partkey LIMIT 25","customer,orders,lineitem,part",SUCCESS,25,G1,2026-01-14,f,2026-01-14 06:24:15,10.203.66.223,5,normal
26617318-c90b-4cee-beba-d00041dc41da,2026-01-14 06:49:48,senior_analyst_059,sess_senior_analyst_059_2026-01-14_G1_1f4fce,"SELECT e.job_role, SUM(p.net_salary) AS payroll_total FROM hr.employee e JOIN hr.payroll p ON e.employee_id = p.employee_id WHERE p.payroll_month = '2026-02-01' GROUP BY e.job_role","hr.employee,hr.payroll",SUCCESS,0,G1,2026-01-14,f,2026-01-14 06:24:15,10.203.66.223,6,normal
e72076af-df83-421e-aad4-913a2cc8bb84,2026-01-14 06:53:19,senior_analyst_059,sess_senior_analyst_059_2026-01-14_G1_1f4fce,"SELECT c.c_name, o.o_totalprice, l.l_quantity, p.p_name FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey JOIN lineitem l ON o.o_orderkey = l.l_orderkey JOIN part p ON l.l_partkey = p.p_partkey LIMIT 50","customer,orders,lineitem,part",SUCCESS,50,G1,2026-01-14,f,2026-01-14 06:24:15,10.203.66.223,7,normal
b5b9fc9a-fe6c-4e42-97c5-5f65b8041060,2026-01-14 06:58:26,senior_analyst_059,sess_senior_analyst_059_2026-01-14_G1_1f4fce,"SELECT r.r_name, n.n_name, COUNT(s.s_suppkey) FROM region r JOIN nation n ON r.r_regionkey = n.n_regionkey JOIN supplier s ON n.n_nationkey = s.s_nationkey GROUP BY r.r_name, n.n_name","region,nation,supplier",SUCCESS,25,G1,2026-01-14,f,2026-01-14 06:24:15,10.203.66.223,8,normal
ab2eae2c-8434-4beb-b4eb-45d2c7075033,2026-01-14 07:06:52,data_analyst_056,sess_data_analyst_056_2026-01-14_G1_b801e3,EXPLAIN SELECT * FROM orders WHERE o_orderdate BETWEEN '1994-06-27' AND '1994-07-19',orders,SUCCESS,4,G1,2026-01-14,f,2026-01-14 07:02:27,192.168.143.55,0,normal
c671034d-c758-4df0-8ff2-57c2f54e1aaf,2026-01-14 07:08:05,data_analyst_056,sess_data_analyst_056_2026-01-14_G1_b801e3,"SELECT p.p_name, SUM(l.l_quantity) AS total_qty FROM part p JOIN lineitem l ON p.p_partkey = l.l_partkey WHERE l.l_shipdate BETWEEN '1998-10-21' AND '1998-10-30' GROUP BY p.p_name ORDER BY total_qty DESC LIMIT 25","part,lineitem",SUCCESS,25,G1,2026-01-14,f,2026-01-14 07:02:27,192.168.143.55,1,normal
b3d4a2e2-0188-486f-a09b-4b8127485802,2026-01-14 07:13:07,data_analyst_056,sess_data_analyst_056_2026-01-14_G1_b801e3,EXPLAIN SELECT * FROM orders WHERE o_orderdate BETWEEN '1995-03-07' AND '1995-03-15',orders,SUCCESS,4,G1,2026-01-14,f,2026-01-14 07:02:27,192.168.143.55,2,normal
a8e4de99-11a2-4963-a95f-bb202406d68b,2026-01-14 07:16:21,senior_analyst_059,sess_senior_analyst_059_2026-01-14_G1_56ccae,"EXPLAIN SELECT c.c_name, o.o_totalprice FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey WHERE o.o_orderdate >= '1997-06-30'","customer,orders",SUCCESS,6,G1,2026-01-14,f,2026-01-14 07:12:15,10.203.66.223,0,normal
558973e8-c7d9-48b7-9c6d-6c9053e33fe1,2026-01-14 07:18:02,senior_analyst_059,sess_senior_analyst_059_2026-01-14_G1_56ccae,"EXPLAIN SELECT c.c_name, o.o_totalprice FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey WHERE o.o_orderdate >= '1993-03-29'","customer,orders",SUCCESS,6,G1,2026-01-14,f,2026-01-14 07:12:15,10.203.66.223,1,normal
1a98d861-571a-4ed1-88ee-585b798c19fe,2026-01-14 07:19:02,data_analyst_056,sess_data_analyst_056_2026-01-14_G1_b801e3,"SELECT c.c_name, SUM(o.o_totalprice) AS total_order FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey GROUP BY c.c_name ORDER BY total_order DESC LIMIT 50","customer,orders",SUCCESS,50,G1,2026-01-14,f,2026-01-14 07:02:27,192.168.143.55,3,normal
421e1ac9-3d7c-4367-aa79-ffcc6bd88fd6,2026-01-14 07:20:19,senior_analyst_059,sess_senior_analyst_059_2026-01-14_G1_56ccae,"EXPLAIN SELECT c.c_name, o.o_totalprice FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey WHERE o.o_orderdate >= '1992-09-14'","customer,orders",SUCCESS,6,G1,2026-01-14,f,2026-01-14 07:12:15,10.203.66.223,2,normal
0344cbb5-5b66-4e1f-a79d-17d07c5dd9d8,2026-01-14 07:22:01,data_analyst_056,sess_data_analyst_056_2026-01-14_G1_b801e3,"SELECT p.p_name, SUM(l.l_quantity) AS total_qty FROM part p JOIN lineitem l ON p.p_partkey = l.l_partkey WHERE l.l_shipdate BETWEEN '1995-12-14' AND '1996-01-16' GROUP BY p.p_name ORDER BY total_qty DESC LIMIT 25","part,lineitem",SUCCESS,25,G1,2026-01-14,f,2026-01-14 07:02:27,192.168.143.55,4,normal
f6ab61c9-88a9-42bd-bff3-f67d2738c9a3,2026-01-14 07:26:14,data_analyst_056,sess_data_analyst_056_2026-01-14_G1_b801e3,"SELECT c.c_name, SUM(o.o_totalprice) AS total_order FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey GROUP BY c.c_name ORDER BY total_order DESC LIMIT 50","customer,orders",SUCCESS,50,G1,2026-01-14,f,2026-01-14 07:02:27,192.168.143.55,5,normal
1d8b1b1b-a36d-48e8-91b3-c8aefd10eda9,2026-01-14 07:26:16,senior_analyst_059,sess_senior_analyst_059_2026-01-14_G1_56ccae,"EXPLAIN SELECT c.c_name, o.o_totalprice FROM customer c JOIN orders o ON c.c_custkey = o.o_custkey WHERE o.o_orderdate >= '1995-04-07'","customer,orders",SUCCESS,6,G1,2026-01-14,f,2026-01-14 07:12:15,10.203.66.223,3,normal
52479873-06df-4a37-86bf-d56117c8c8cc,2026-01-14 07:28:20,data_analyst_056,sess_data_analyst_056_2026-01-14_G1_b801e3,"SELECT p.p_name, SUM(l.l_quantity) AS total_qty FROM part p JOIN lineitem l ON p.p_partkey = l.l_partkey WHERE l.l_shipdate BETWEEN '1996-06-02' AND '1996-07-01' GROUP BY p.p_name ORDER BY total_qty DESC LIMIT 20","part,lineitem",SUCCESS,20,G1,2026-01-14,f,2026-01-14 07:02:27,192.168.143.55,6,normal
