event_id,timestamp,db_user,session_id,sql_statement,tables_involved,status,rows_affected,graph_frame,sim_date,is_after_hours,session_start_time,session_ip,session_event_index,scenario_type
d21be346-d5b0-420d-9da4-4a919d86822f,2026-03-02 09:39:31,accountant_024,sess_atk_S3_accountant_024_2026-03-02_99a5e8,SELECT COUNT(*) FROM hr.employee,hr.employee,SUCCESS,1,G2,2026-03-02,f,2026-03-02 09:39:31,192.168.63.54,0,S3_recon
7ed36869-5054-4e30-969d-65ef2e3c125d,2026-03-02 09:44:03,accountant_024,sess_atk_S3_accountant_024_2026-03-02_99a5e8,"SELECT job_role, COUNT(*) FROM hr.employee GROUP BY job_role",hr.employee,SUCCESS,17,G2,2026-03-02,f,2026-03-02 09:39:31,192.168.63.54,1,S3_recon
2c7ca257-0216-4f50-b8be-1bd4d31b9ae5,2026-03-02 11:59:17,sales_staff_013,sess_atk_S1_sales_staff_013_2026-03-02_f02b6e,"SELECT o_orderkey, o_totalprice FROM orders WHERE o_orderdate >= '1998-03-17' LIMIT 10",orders,SUCCESS,10,G2,2026-03-02,f,2026-03-02 11:59:17,192.168.17.149,0,S1_recon
898dce00-c56e-4559-9383-25f77075857d,2026-03-02 12:03:18,sales_staff_013,sess_atk_S1_sales_staff_013_2026-03-02_f02b6e,"SELECT c_name, c_acctbal FROM customer LIMIT 11",customer,SUCCESS,11,G3,2026-03-02,f,2026-03-02 11:59:17,192.168.17.149,1,S1_recon
2cfad7d7-505a-4386-9214-ce8ea1a72754,2026-03-02 12:06:55,sales_staff_013,sess_atk_S1_sales_staff_013_2026-03-02_f02b6e,"SELECT p_name, p_retailprice FROM part LIMIT 8",part,SUCCESS,8,G3,2026-03-02,f,2026-03-02 11:59:17,192.168.17.149,2,S1_recon
970bb89a-7b59-45e2-9bc3-e1a868ee4f0a,2026-03-02 12:10:34,sales_staff_013,sess_atk_S1_sales_staff_013_2026-03-02_f02b6e,SELECT * FROM hr.employee LIMIT 5,hr.employee,DENIED,0,G3,2026-03-02,f,2026-03-02 11:59:17,192.168.17.149,3,S1_recon
8ab8ec85-10e9-4450-a52f-3b3b4a2d7272,2026-03-02 12:12:40,sales_staff_013,sess_atk_S1_sales_staff_013_2026-03-02_f02b6e,SELECT * FROM sys.db_account LIMIT 5,sys.db_account,DENIED,0,G3,2026-03-02,f,2026-03-02 11:59:17,192.168.17.149,4,S1_recon
82ba5495-2870-4879-a8e4-98c284bd23fd,2026-03-03 09:33:17,sales_staff_013,sess_atk_S1_sales_staff_013_2026-03-03_29244d,"SELECT o_orderkey, o_totalprice FROM orders WHERE o_orderdate >= '1992-03-27' LIMIT 19",orders,SUCCESS,19,G2,2026-03-03,f,2026-03-03 09:33:17,192.168.83.253,0,S1_recon
d14c12b5-898d-4a3d-b4bc-a7dc956f44cf,2026-03-03 09:36:31,sales_staff_013,sess_atk_S1_sales_staff_013_2026-03-03_29244d,"SELECT c_name, c_acctbal FROM customer LIMIT 20",customer,SUCCESS,20,G2,2026-03-03,f,2026-03-03 09:33:17,192.168.83.253,1,S1_recon
c4bf1479-64a9-4f16-a920-df01bacd1624,2026-03-03 09:38:28,sales_staff_013,sess_atk_S1_sales_staff_013_2026-03-03_29244d,"SELECT p_name, p_retailprice FROM part LIMIT 11",part,SUCCESS,11,G2,2026-03-03,f,2026-03-03 09:33:17,192.168.83.253,2,S1_recon
4c51164d-add8-46b6-aa82-fb0fe29cfff7,2026-03-03 09:40:45,sales_staff_013,sess_atk_S1_sales_staff_013_2026-03-03_29244d,SELECT * FROM hr.employee LIMIT 5,hr.employee,DENIED,0,G2,2026-03-03,f,2026-03-03 09:33:17,192.168.83.253,3,S1_recon
21374b13-1228-4609-a5ff-e485d72363bb,2026-03-03 09:44:04,sales_staff_013,sess_atk_S1_sales_staff_013_2026-03-03_29244d,SELECT * FROM sys.db_account LIMIT 5,sys.db_account,DENIED,0,G2,2026-03-03,f,2026-03-03 09:33:17,192.168.83.253,4,S1_recon
a95277c7-8d03-46fe-b850-632a33571111,2026-03-03 16:22:50,accountant_024,sess_atk_S3_accountant_024_2026-03-03_1d7ccc,SELECT COUNT(*) FROM hr.employee,hr.employee,SUCCESS,1,G4,2026-03-03,f,2026-03-03 16:22:50,172.26.31.159,0,S3_recon
a480a9d9-3872-4875-a627-243c7465d368,2026-03-03 16:24:10,accountant_024,sess_atk_S3_accountant_024_2026-03-03_1d7ccc,"SELECT job_role, COUNT(*) FROM hr.employee GROUP BY job_role",hr.employee,SUCCESS,17,G4,2026-03-03,f,2026-03-03 16:22:50,172.26.31.159,1,S3_recon
1405cce8-ec47-421f-9f82-549ee93b6c6f,2026-03-04 13:12:53,accountant_027,sess_atk_S2_accountant_027_2026-03-04_737ffd,SELECT COUNT(*) FROM hr.payroll,hr.payroll,SUCCESS,1,G3,2026-03-04,f,2026-03-04 13:12:53,10.175.45.26,0,S2_recon
7ccb3f43-01f6-4660-84fa-5bd5826aa7fb,2026-03-04 13:14:31,accountant_027,sess_atk_S2_accountant_027_2026-03-04_737ffd,SELECT column_name FROM information_schema.columns WHERE table_schema='hr' AND table_name='payroll',information_schema,SUCCESS,8,G3,2026-03-04,f,2026-03-04 13:12:53,10.175.45.26,1,S2_recon
bdded5e2-4fcf-4d4d-b94a-660fa9fdb974,2026-03-04 13:15:44,accountant_027,sess_atk_S2_accountant_027_2026-03-04_737ffd,SELECT COUNT(*) FROM sys.system_security_log,sys.system_security_log,DENIED,0,G3,2026-03-04,f,2026-03-04 13:12:53,10.175.45.26,2,S2_recon
1c99858c-8a0c-4b8b-839e-a83a614fffb6,2026-03-04 13:18:00,accountant_027,sess_atk_S2_accountant_027_2026-03-04_737ffd,"SELECT e.full_name, e.job_role FROM hr.employee e LIMIT 5",hr.employee,SUCCESS,5,G3,2026-03-04,f,2026-03-04 13:12:53,10.175.45.26,3,S2_recon
2ed81339-5c02-4767-a27b-50879346d75f,2026-03-04 14:00:21,accountant_024,sess_atk_S3_accountant_024_2026-03-04_f5d188,SELECT COUNT(*) FROM hr.employee,hr.employee,SUCCESS,1,G4,2026-03-04,f,2026-03-04 14:00:21,172.16.65.197,0,S3_recon
d249244c-c165-48e7-8c6f-edaaf37ce4bf,2026-03-04 14:01:37,accountant_024,sess_atk_S3_accountant_024_2026-03-04_f5d188,"SELECT job_role, COUNT(*) FROM hr.employee GROUP BY job_role",hr.employee,SUCCESS,17,G4,2026-03-04,f,2026-03-04 14:00:21,172.16.65.197,1,S3_recon
447c3839-6d22-41d7-9dae-c406d749c542,2026-03-04 17:11:04,sales_staff_013,sess_atk_S1_sales_staff_013_2026-03-04_6b1efe,"SELECT o_orderkey, o_totalprice FROM orders WHERE o_orderdate >= '1997-01-12' LIMIT 20",orders,SUCCESS,20,G4,2026-03-04,f,2026-03-04 17:11:04,192.168.121.23,0,S1_recon
5a703b72-ea40-4309-bdba-269e4a1133fa,2026-03-04 17:15:20,sales_staff_013,sess_atk_S1_sales_staff_013_2026-03-04_6b1efe,"SELECT c_name, c_acctbal FROM customer LIMIT 16",customer,SUCCESS,16,G4,2026-03-04,f,2026-03-04 17:11:04,192.168.121.23,1,S1_recon
2e8b6f2a-327f-492c-b353-8f237a2d4267,2026-03-04 17:19:07,sales_staff_013,sess_atk_S1_sales_staff_013_2026-03-04_6b1efe,"SELECT p_name, p_retailprice FROM part LIMIT 13",part,SUCCESS,13,G4,2026-03-04,f,2026-03-04 17:11:04,192.168.121.23,2,S1_recon
